RaceDate,RaceTime,CourseName,RaceTitle,HorseName,B2LScore,RankBest,IsB2LTarget,Tier,DSLR,StrideDecay,BadDiscipline,GoodSpeed,IsLeader,SpeedWords,BetModes,Signals,ScannedAt
2026-08-21,19:35,Kilbeggan,19:35 KILBEGGAN,Granville Street,4,3,True,Tier 2 B2L,99,0.0,False,True,False,pushed along,"EW,B2L-Consider",Speed(pushed along),2026-08-21 11:25:53.727000
2026-08-21,19:35,Kilbeggan,19:35 KILBEGGAN,Ira Hayes,4,4,False,Pass,99,0.0,False,True,False,"kept on, chased leader, pushed along",,"Speed(kept on, chased leader, pushed along)",2026-08-21 11:25:53.727000
2026-08-21,19:35,Kilbeggan,19:35 KILBEGGAN,Koori Star,4,5,False,Pass,99,0.0,False,True,False,pushed along,,Speed(pushed along),2026-08-21 11:25:53.730000
2026-08-21,19:35,Kilbeggan,19:35 KILBEGGAN,Scalpnagoon,4,6,False,Pass,99,0.0,False,True,False,"pushed along, disputed lead",,"Speed(pushed along, disputed lead)",2026-08-21 11:25:53.730000
2026-08-21,19:35,Kilbeggan,19:35 KILBEGGAN,The Dara Man,4,7,False,Pass,99,0.0,False,True,False,headway,,Speed(headway),2026-08-21 11:25:53.733000
2026-08-21,19:35,Kilbeggan,19:35 KILBEGGAN,A Wave Of The Sea,2,8,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.733000
2026-08-21,19:35,Kilbeggan,19:35 KILBEGGAN,Ceanndana,2,9,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.733000
2026-08-21,20:05,Kilbeggan,20:05 KILBEGGAN,Baymount,4,1,True,Tier 1 EW,99,0.0,False,True,False,led,"EW,B2L,WIN",Speed(led),2026-08-21 11:25:53.733000
2026-08-21,20:05,Kilbeggan,20:05 KILBEGGAN,Hill Silver,4,2,True,Tier 1 EW,99,0.0,False,True,False,headway,"EW,B2L,WIN",Speed(headway),2026-08-21 11:25:53.737000
2026-08-21,20:05,Kilbeggan,20:05 KILBEGGAN,A Quest For Cognac,2,3,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.740000
2026-08-21,20:05,Kilbeggan,20:05 KILBEGGAN,Bellahill,2,4,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.740000
2026-08-21,20:05,Kilbeggan,20:05 KILBEGGAN,Blackwood Joe,2,5,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.740000
2026-08-21,20:05,Kilbeggan,20:05 KILBEGGAN,Ddakji,2,6,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.740000
2026-08-21,20:05,Kilbeggan,20:05 KILBEGGAN,In Around Thehouse,2,7,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.740000
2026-08-21,20:05,Kilbeggan,20:05 KILBEGGAN,Lone Ash Lad,2,8,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.740000
2026-08-21,20:05,Kilbeggan,20:05 KILBEGGAN,Long Story,2,9,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.740000
2026-08-21,20:05,Kilbeggan,20:05 KILBEGGAN,No Brainer,2,10,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.740000
2026-08-21,20:05,Kilbeggan,20:05 KILBEGGAN,Reafadda,2,11,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.740000
2026-08-21,17:02,Ffos Las,17:02 FFOS LAS,Adrian,4,1,True,Tier 1 EW,99,0.0,False,True,False,headway,"EW,B2L,WIN",Speed(headway),2026-08-21 11:25:53.743000
2026-08-21,17:02,Ffos Las,17:02 FFOS LAS,Beau Chevalier,4,2,True,Tier 1 EW,99,0.0,False,True,False,"led, pushed along","EW,B2L,WIN","Speed(led, pushed along)",2026-08-21 11:25:53.747000
2026-08-21,17:02,Ffos Las,17:02 FFOS LAS,Buck Barrow,4,3,True,Tier 2 B2L,99,0.0,False,True,False,"headway, stayed on, stayed on well","EW,B2L-Consider","Speed(headway, stayed on, stayed on well)",2026-08-21 11:25:53.750000
2026-08-21,17:02,Ffos Las,17:02 FFOS LAS,Virtual Hug,4,4,False,Pass,99,0.0,False,True,False,headway,,Speed(headway),2026-08-21 11:25:53.750000
2026-08-21,17:02,Ffos Las,17:02 FFOS LAS,Cogital,2,5,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.757000
2026-08-21,17:02,Ffos Las,17:02 FFOS LAS,Emerald Reine,2,6,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.757000
2026-08-21,17:02,Ffos Las,17:02 FFOS LAS,Saxophonic,2,7,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.760000
2026-08-21,17:02,Ffos Las,17:02 FFOS LAS,Atalanta Mist,0,8,False,Pass,99,0.0,True,True,False,pushed along,,"Speed(pushed along), Discipline",2026-08-21 11:25:53.760000
2026-08-21,17:02,Ffos Las,17:02 FFOS LAS,Dream Of Ithaca,0,9,False,Pass,99,0.0,True,True,False,pushed along,,"Speed(pushed along), Discipline",2026-08-21 11:25:53.763000
2026-08-21,17:02,Ffos Las,17:02 FFOS LAS,Master Dancer,0,10,False,Pass,99,0.0,True,True,False,pushed along,,"Speed(pushed along), Discipline",2026-08-21 11:25:53.763000
2026-08-21,17:20,York,17:20 YORK,Bint Al Daar,4,1,True,Tier 1 EW,99,0.0,False,True,False,pushed along,"EW,B2L,WIN",Speed(pushed along),2026-08-21 11:25:53.767000
2026-08-21,17:20,York,17:20 YORK,Callianassa,4,2,True,Tier 1 EW,99,0.0,False,True,False,"kept on, pushed along, prominent","EW,B2L,WIN","Speed(kept on, pushed along, prominent)",2026-08-21 11:25:53.770000
2026-08-21,17:20,York,17:20 YORK,Dream Camp,4,3,True,Tier 2 B2L,99,0.0,False,True,False,headway,"EW,B2L-Consider",Speed(headway),2026-08-21 11:25:53.770000
2026-08-21,17:20,York,17:20 YORK,Dunkeld Dreamer,4,4,False,Pass,99,0.0,False,True,False,led,,Speed(led),2026-08-21 11:25:53.773000
2026-08-21,17:20,York,17:20 YORK,Electrifarhh,4,5,False,Pass,99,0.0,False,True,False,"pushed along, stayed on, stayed on well",,"Speed(pushed along, stayed on, stayed on well)",2026-08-21 11:25:53.777000
2026-08-21,17:20,York,17:20 YORK,Folk Pageant,4,6,False,Pass,99,0.0,False,True,False,"led, ran on, ran on well",,"Speed(led, ran on, ran on well)",2026-08-21 11:25:53.777000
2026-08-21,17:20,York,17:20 YORK,Food For Thought,4,7,False,Pass,99,0.0,False,True,False,"led, pushed along",,"Speed(led, pushed along)",2026-08-21 11:25:53.780000
2026-08-21,17:20,York,17:20 YORK,Janey Mackers,4,8,False,Pass,99,0.0,False,True,False,"pushed along, stayed on, stayed on well",,"Speed(pushed along, stayed on, stayed on well)",2026-08-21 11:25:53.780000
2026-08-21,17:20,York,17:20 YORK,Naga,4,9,False,Pass,99,0.0,False,True,False,"led, stayed on",,"Speed(led, stayed on)",2026-08-21 11:25:53.783000
2026-08-21,17:20,York,17:20 YORK,Patagonia Girl,4,10,False,Pass,99,0.0,False,True,False,"led, kept on, chased leaders",,"Speed(led, kept on, chased leaders)",2026-08-21 11:25:53.787000
2026-08-21,17:20,York,17:20 YORK,Plaid,4,11,False,Pass,99,0.0,False,True,False,"chased leaders, chased leader, pushed along",,"Speed(chased leaders, chased leader, pushed along)",2026-08-21 11:25:53.790000
2026-08-21,17:20,York,17:20 YORK,Rastnet,4,12,False,Pass,99,0.0,False,True,False,"led, pushed along",,"Speed(led, pushed along)",2026-08-21 11:25:53.790000
2026-08-21,17:20,York,17:20 YORK,Sharpen,4,13,False,Pass,99,0.0,False,True,False,"kept on, headway",,"Speed(kept on, headway)",2026-08-21 11:25:53.793000
2026-08-21,17:20,York,17:20 YORK,Silver Lake,4,14,False,Pass,99,0.0,False,True,False,"led, headway, pushed along",,"Speed(led, headway, pushed along)",2026-08-21 11:25:53.793000
2026-08-21,17:20,York,17:20 YORK,Pendella,2,15,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.793000
2026-08-21,17:20,York,17:20 YORK,Bearin Up,0,16,False,Pass,99,0.0,True,True,False,headway,,"Speed(headway), Discipline",2026-08-21 11:25:53.797000
2026-08-21,17:20,York,17:20 YORK,Lady Dora Mae,0,17,False,Pass,99,0.0,True,True,False,headway,,"Speed(headway), Discipline",2026-08-21 11:25:53.800000
2026-08-21,18:57,Salisbury,18:57 SALISBURY,Box Clever,4,1,True,Tier 1 EW,99,0.0,False,True,False,"kept on, headway, chased leaders","EW,B2L,WIN","Speed(kept on, headway, chased leaders)",2026-08-21 11:25:53.800000
2026-08-21,18:57,Salisbury,18:57 SALISBURY,Footstepinthewoods,4,2,True,Tier 1 EW,99,0.0,False,True,False,"ran on, pushed along","EW,B2L,WIN","Speed(ran on, pushed along)",2026-08-21 11:25:53.803000
2026-08-21,18:57,Salisbury,18:57 SALISBURY,Violet Goldsmith,4,3,True,Tier 2 B2L,99,0.0,False,True,False,pushed along,"EW,B2L-Consider",Speed(pushed along),2026-08-21 11:25:53.803000
2026-08-21,18:57,Salisbury,18:57 SALISBURY,Zipwire,4,4,False,Pass,99,0.0,False,True,False,"led, headway, pushed along",,"Speed(led, headway, pushed along)",2026-08-21 11:25:53.807000
2026-08-21,18:57,Salisbury,18:57 SALISBURY,Crimson Sunset,2,5,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.807000
2026-08-21,18:57,Salisbury,18:57 SALISBURY,Florizelle,2,6,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.807000
2026-08-21,18:57,Salisbury,18:57 SALISBURY,Court Of Stars,0,7,False,Pass,99,0.0,True,True,False,"kept on, headway",,"Speed(kept on, headway), Discipline",2026-08-21 11:25:53.810000
2026-08-21,18:57,Salisbury,18:57 SALISBURY,Thisonesforyou,0,8,False,Pass,99,0.0,True,True,False,pushed along,,"Speed(pushed along), Discipline",2026-08-21 11:25:53.810000
2026-08-21,13:50,York,13:50 YORK,Command The Stars,4,1,True,Tier 1 EW,99,0.0,False,True,False,headway,"EW,B2L,WIN",Speed(headway),2026-08-21 11:25:53.813000
2026-08-21,13:50,York,13:50 YORK,Eklleem,4,2,True,Tier 1 EW,99,0.0,False,True,False,"kept on, prominent","EW,B2L,WIN","Speed(kept on, prominent)",2026-08-21 11:25:53.813000
2026-08-21,13:50,York,13:50 YORK,Exclusive Code,4,3,True,Tier 2 B2L,99,0.0,False,True,False,led,"EW,B2L-Consider",Speed(led),2026-08-21 11:25:53.817000
2026-08-21,13:50,York,13:50 YORK,Ironwill,4,4,False,Pass,99,0.0,False,True,False,"led, ran on, ran on well",,"Speed(led, ran on, ran on well)",2026-08-21 11:25:53.820000
2026-08-21,13:50,York,13:50 YORK,Jeddaal,4,5,False,Pass,99,0.0,False,True,False,"headway, stayed on",,"Speed(headway, stayed on)",2026-08-21 11:25:53.820000
2026-08-21,13:50,York,13:50 YORK,Krasimir,4,6,False,Pass,99,0.0,False,True,False,"led, chased leader, pushed along",,"Speed(led, chased leader, pushed along)",2026-08-21 11:25:53.823000
2026-08-21,13:50,York,13:50 YORK,Le Samourai,4,7,False,Pass,99,0.0,False,True,False,"pushed along, prominent, stayed on",,"Speed(pushed along, prominent, stayed on)",2026-08-21 11:25:53.823000
2026-08-21,13:50,York,13:50 YORK,Lion Of Alba,4,8,False,Pass,99,0.0,False,True,False,prominent,,Speed(prominent),2026-08-21 11:25:53.827000
2026-08-21,13:50,York,13:50 YORK,Noelan Star,4,9,False,Pass,99,0.0,False,True,False,"led, kept on",,"Speed(led, kept on)",2026-08-21 11:25:53.827000
2026-08-21,13:50,York,13:50 YORK,St Anton,4,10,False,Pass,99,0.0,False,True,False,"ran on, headway, chased leaders",,"Speed(ran on, headway, chased leaders)",2026-08-21 11:25:53.830000
2026-08-21,13:50,York,13:50 YORK,Storming Point,4,11,False,Pass,99,0.0,False,True,False,"led, pushed along",,"Speed(led, pushed along)",2026-08-21 11:25:53.830000
2026-08-21,13:50,York,13:50 YORK,Zennor Storm,4,12,False,Pass,99,0.0,False,True,False,"led, pushed along, stayed on",,"Speed(led, pushed along, stayed on)",2026-08-21 11:25:53.833000
2026-08-21,13:50,York,13:50 YORK,Bearish,2,13,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.837000
2026-08-21,13:50,York,13:50 YORK,Daydreama,2,14,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.837000
2026-08-21,13:50,York,13:50 YORK,Intense Vision,2,15,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.837000
2026-08-21,13:50,York,13:50 YORK,Outback Heat,2,16,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.837000
2026-08-21,13:50,York,13:50 YORK,Start Me Up,2,17,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.837000
2026-08-21,13:50,York,13:50 YORK,Astrazar,0,18,False,Pass,99,0.0,True,True,False,"kept on, headway",,"Speed(kept on, headway), Discipline",2026-08-21 11:25:53.840000
2026-08-21,13:50,York,13:50 YORK,Blue Courvoisier,0,19,False,Pass,99,0.0,True,True,False,"led, pushed along",,"Speed(led, pushed along), Discipline",2026-08-21 11:25:53.840000
2026-08-21,13:50,York,13:50 YORK,Welbury,0,20,False,Pass,99,0.0,True,True,False,"kept on, headway",,"Speed(kept on, headway), Discipline",2026-08-21 11:25:53.843000
2026-08-21,17:47,Killarney,17:47 KILLARNEY,Iamimmaculate,4,1,True,Tier 1 EW,99,0.0,False,True,False,"kept on, kept on well, headway","EW,B2L,WIN","Speed(kept on, kept on well, headway)",2026-08-21 11:25:53.847000
2026-08-21,17:47,Killarney,17:47 KILLARNEY,Kirkland Sioux,4,2,True,Tier 1 EW,99,0.0,False,True,False,pushed along,"EW,B2L,WIN",Speed(pushed along),2026-08-21 11:25:53.850000
2026-08-21,17:47,Killarney,17:47 KILLARNEY,Manton Bay,4,3,True,Tier 2 B2L,99,0.0,False,True,False,"led, kept on, headway","EW,B2L-Consider","Speed(led, kept on, headway)",2026-08-21 11:25:53.853000
2026-08-21,17:47,Killarney,17:47 KILLARNEY,Mayflower,4,4,False,Pass,99,0.0,False,True,False,pushed along,,Speed(pushed along),2026-08-21 11:25:53.857000
2026-08-21,17:47,Killarney,17:47 KILLARNEY,Totally Puzzled,4,5,False,Pass,99,0.0,False,True,False,chased leader,,Speed(chased leader),2026-08-21 11:25:53.857000
2026-08-21,17:47,Killarney,17:47 KILLARNEY,Do For Love,2,6,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.857000
2026-08-21,17:47,Killarney,17:47 KILLARNEY,Elmakaya,2,7,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.857000
2026-08-21,17:47,Killarney,17:47 KILLARNEY,Oscar Nominee,2,8,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.857000
2026-08-21,15:10,Newmarket,15:10 NEWMARKET,Adalida,4,1,True,Tier 1 EW,99,0.0,False,True,False,"chased leader, stayed on, stayed on well","EW,B2L,WIN","Speed(chased leader, stayed on, stayed on well)",2026-08-21 11:25:53.860000
2026-08-21,15:10,Newmarket,15:10 NEWMARKET,Angel Shared,4,2,True,Tier 1 EW,99,0.0,False,True,False,"pushed along, prominent","EW,B2L,WIN","Speed(pushed along, prominent)",2026-08-21 11:25:53.863000
2026-08-21,15:10,Newmarket,15:10 NEWMARKET,Elara May,4,3,True,Tier 2 B2L,99,0.0,False,True,False,"kept on, kept on well, made all","EW,B2L-Consider","Speed(kept on, kept on well, made all)",2026-08-21 11:25:53.867000
2026-08-21,15:10,Newmarket,15:10 NEWMARKET,Powdering,4,4,False,Pass,99,0.0,False,True,False,"pushed along, prominent",,"Speed(pushed along, prominent)",2026-08-21 11:25:53.867000
2026-08-21,15:10,Newmarket,15:10 NEWMARKET,Seeing Stars,4,5,False,Pass,99,0.0,False,True,False,"kept on, disputed lead",,"Speed(kept on, disputed lead)",2026-08-21 11:25:53.870000
2026-08-21,15:10,Newmarket,15:10 NEWMARKET,Shallow,4,6,False,Pass,99,0.0,False,True,False,"chased leaders, chased leader, pushed along",,"Speed(chased leaders, chased leader, pushed along)",2026-08-21 11:25:53.870000
2026-08-21,15:10,Newmarket,15:10 NEWMARKET,Bright Summer,2,7,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.870000
2026-08-21,15:10,Newmarket,15:10 NEWMARKET,Zighy,2,8,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.870000
2026-08-21,15:00,York,15:00 YORK,Adaay Of Scarlett,4,1,True,Tier 1 EW,99,0.0,False,True,False,headway,"EW,B2L,WIN",Speed(headway),2026-08-21 11:25:53.870000
2026-08-21,15:00,York,15:00 YORK,Agamemnon,4,2,True,Tier 1 EW,99,0.0,False,True,False,headway,"EW,B2L,WIN",Speed(headway),2026-08-21 11:25:53.873000
2026-08-21,15:00,York,15:00 YORK,Final Objective,4,3,True,Tier 2 B2L,99,0.0,False,True,False,made all,"EW,B2L-Consider",Speed(made all),2026-08-21 11:25:53.877000
2026-08-21,15:00,York,15:00 YORK,Marco Polo,4,4,False,Pass,99,0.0,False,True,False,"kept on, kept on well, headway",,"Speed(kept on, kept on well, headway)",2026-08-21 11:25:53.880000
2026-08-21,15:00,York,15:00 YORK,Arapaho Gold,2,5,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.880000
2026-08-21,15:00,York,15:00 YORK,Great Oak,2,6,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.880000
2026-08-21,15:00,York,15:00 YORK,Hell Of A Spin,2,7,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.880000
2026-08-21,15:00,York,15:00 YORK,Matteo,2,8,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.880000
2026-08-21,15:00,York,15:00 YORK,Mrair,2,9,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.880000
2026-08-21,15:00,York,15:00 YORK,Mussab,2,10,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.880000
2026-08-21,15:00,York,15:00 YORK,Never Enough,2,11,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.880000
2026-08-21,15:00,York,15:00 YORK,Ronson,2,12,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.880000
2026-08-21,16:51,Newmarket,16:51 NEWMARKET,Allegrino,4,1,True,Tier 1 EW,99,0.0,False,True,False,pushed along,"EW,B2L,WIN",Speed(pushed along),2026-08-21 11:25:53.883000
2026-08-21,16:51,Newmarket,16:51 NEWMARKET,Bami,4,2,True,Tier 1 EW,99,0.0,False,True,False,"led, pushed along, rallied","EW,B2L,WIN","Speed(led, pushed along, rallied)",2026-08-21 11:25:53.883000
2026-08-21,16:51,Newmarket,16:51 NEWMARKET,Ghisa,4,3,True,Tier 2 B2L,99,0.0,False,True,False,"kept on, headway, rallied","EW,B2L-Consider","Speed(kept on, headway, rallied)",2026-08-21 11:25:53.887000
2026-08-21,16:51,Newmarket,16:51 NEWMARKET,Ironist,4,4,False,Pass,99,0.0,False,True,False,led,,Speed(led),2026-08-21 11:25:53.890000
2026-08-21,16:51,Newmarket,16:51 NEWMARKET,Rogue Citation,4,5,False,Pass,99,0.0,False,True,False,"ran on, kept on, headway",,"Speed(ran on, kept on, headway)",2026-08-21 11:25:53.890000
2026-08-21,16:51,Newmarket,16:51 NEWMARKET,Splash,4,6,False,Pass,99,0.0,False,True,False,led,,Speed(led),2026-08-21 11:25:53.893000
2026-08-21,16:51,Newmarket,16:51 NEWMARKET,Hilltop,2,7,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.893000
2026-08-21,16:51,Newmarket,16:51 NEWMARKET,Miss Gallant,2,8,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.893000
2026-08-21,16:51,Newmarket,16:51 NEWMARKET,Too Too Divine,2,9,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.893000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Anns Getaway,4,1,True,Tier 1 EW,99,0.0,False,True,False,"led, pushed along","EW,B2L,WIN","Speed(led, pushed along)",2026-08-21 11:25:53.897000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,First Ascent,4,2,True,Tier 1 EW,99,0.0,False,True,False,"kept on, pushed along","EW,B2L,WIN","Speed(kept on, pushed along)",2026-08-21 11:25:53.900000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Hinchinbrooke,4,3,True,Tier 2 B2L,99,0.0,False,True,False,ran on,"EW,B2L-Consider",Speed(ran on),2026-08-21 11:25:53.900000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Jodoro,4,4,False,Pass,99,0.0,False,True,False,"led, prominent",,"Speed(led, prominent)",2026-08-21 11:25:53.900000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Le Roi Arthur,4,5,False,Pass,99,0.0,False,True,False,"kept on, pushed along",,"Speed(kept on, pushed along)",2026-08-21 11:25:53.903000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Mistakenforanother,4,6,False,Pass,99,0.0,False,True,False,headway,,Speed(headway),2026-08-21 11:25:53.907000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Puppet Master,4,7,False,Pass,99,0.0,False,True,False,pushed along,,Speed(pushed along),2026-08-21 11:25:53.910000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Rose Mountain,4,8,False,Pass,99,0.0,False,True,False,led,,Speed(led),2026-08-21 11:25:53.910000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Baila Conmigo,2,9,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.910000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Charles The Bold,2,10,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.910000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Geashill Poet,2,11,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.910000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Grabat,2,12,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.910000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Kimi De Mai,2,13,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.913000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Loadstone,2,14,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.913000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Really Truly,2,15,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.913000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Rene's Gold,2,16,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.913000
2026-08-21,16:56,Kilbeggan,16:56 KILBEGGAN,Rickety Kate,2,17,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.913000
2026-08-21,15:35,York,15:35 YORK,Ain't Nobody,4,1,True,Tier 1 EW,99,0.0,False,True,False,pushed along,"EW,B2L,WIN",Speed(pushed along),2026-08-21 11:25:53.913000
2026-08-21,15:35,York,15:35 YORK,American Affair,4,2,True,Tier 1 EW,99,0.0,False,True,False,"led, kept on, kept on well","EW,B2L,WIN","Speed(led, kept on, kept on well)",2026-08-21 11:25:53.917000
2026-08-21,15:35,York,15:35 YORK,Fitzella,4,3,True,Tier 2 B2L,99,0.0,False,True,False,"pushed along, prominent","EW,B2L-Consider","Speed(pushed along, prominent)",2026-08-21 11:25:53.920000
2026-08-21,15:35,York,15:35 YORK,Heavenly Heather,4,4,False,Pass,99,0.0,False,True,False,"ran on, ran on well, pushed along",,"Speed(ran on, ran on well, pushed along)",2026-08-21 11:25:53.920000
2026-08-21,15:35,York,15:35 YORK,Jm Jungle,4,5,False,Pass,99,0.0,False,True,False,"kept on, prominent",,"Speed(kept on, prominent)",2026-08-21 11:25:53.923000
2026-08-21,15:35,York,15:35 YORK,Mission Central,4,6,False,Pass,99,0.0,False,True,False,led,,Speed(led),2026-08-21 11:25:53.923000
2026-08-21,15:35,York,15:35 YORK,Partisan Hero,4,7,False,Pass,99,0.0,False,True,False,led,,Speed(led),2026-08-21 11:25:53.927000
2026-08-21,15:35,York,15:35 YORK,Rayevka,4,8,False,Pass,99,0.0,False,True,False,"chased leaders, chased leader",,"Speed(chased leaders, chased leader)",2026-08-21 11:25:53.933000
2026-08-21,15:35,York,15:35 YORK,Rumstar,4,9,False,Pass,99,0.0,False,True,False,"ran on, ran on well",,"Speed(ran on, ran on well)",2026-08-21 11:25:53.937000
2026-08-21,15:35,York,15:35 YORK,Starlust,4,10,False,Pass,99,0.0,False,True,False,"ran on, ran on well, headway",,"Speed(ran on, ran on well, headway)",2026-08-21 11:25:53.940000
2026-08-21,15:35,York,15:35 YORK,Time For Sandals,4,11,False,Pass,99,0.0,False,True,False,"kept on, kept on well, headway",,"Speed(kept on, kept on well, headway)",2026-08-21 11:25:53.943000
2026-08-21,15:35,York,15:35 YORK,Asfoora,2,12,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.943000
2026-08-21,15:35,York,15:35 YORK,Bacio,2,13,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.943000
2026-08-21,15:35,York,15:35 YORK,Cover Up,2,14,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.943000
2026-08-21,15:35,York,15:35 YORK,Night Raider,2,15,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.943000
2026-08-21,15:35,York,15:35 YORK,Pershaada,2,16,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.943000
2026-08-21,15:35,York,15:35 YORK,Redorange,0,17,False,Pass,99,0.0,True,True,False,"headway, chased leaders, chased leader",,"Speed(headway, chased leaders, chased leader), Discipline",2026-08-21 11:25:53.947000
2026-08-21,15:35,York,15:35 YORK,Azure Angel,-2,18,False,Pass,99,0.0,True,False,False,,,Discipline,2026-08-21 11:25:53.947000
2026-08-21,14:10,Ffos Las,14:10 FFOS LAS,Alkuwarrior,4,1,True,Tier 1 EW,99,0.0,False,True,False,"kept on, chased leader","EW,B2L,WIN","Speed(kept on, chased leader)",2026-08-21 11:25:53.947000
2026-08-21,14:10,Ffos Las,14:10 FFOS LAS,Pull The Rug,4,2,True,Tier 1 EW,99,0.0,False,True,False,"led, headway","EW,B2L,WIN","Speed(led, headway)",2026-08-21 11:25:53.950000
2026-08-21,14:10,Ffos Las,14:10 FFOS LAS,Safari Dream,4,3,True,Tier 2 B2L,99,0.0,False,True,False,pushed along,"EW,B2L-Consider",Speed(pushed along),2026-08-21 11:25:53.950000
2026-08-21,14:10,Ffos Las,14:10 FFOS LAS,Army Bugler,2,4,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.950000
2026-08-21,14:10,Ffos Las,14:10 FFOS LAS,Liosa,2,5,False,Pass,99,0.0,False,False,False,,,Form Score,2026-08-21 11:25:53.953000
